register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿95081144551,Estació d'Autobusos Barcelona Nord,,,1995-03-22T00:00:00+01:00,2021-06-22T11:45:11.308609+02:00,,,009209,C Alí Bei,80,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,184990,20006,Telèfons,Informació,937 065 366,True,,63735070,Estacions d'autobusos,Planol BCN >> Transports i serveis relacionats >> Serveis relacionats >> Estacions d'autobusos,651,0065103010004002,431644.5592251787,4582854.98858152,41.394325719298415,2.182338154669274
﻿92086002380,Centre Cívic Cotxeres de Sants,,,1984-05-30T00:00:00+02:00,2021-07-22T09:44:21.943777+02:00,,,312400,Carrer de Sants,79,,18,Sants,03,Sants-Montjuïc,08014,Barcelona,True,,160162,20001,Telèfons,Tel.,932918701,True,,55733072,Centres cívics,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,651,0065103002002004,427824.72279217,4580779.459042303,41.37529848802473,2.136897693555585
﻿92086002380,Centre Cívic Cotxeres de Sants,,,1984-05-30T00:00:00+02:00,2021-07-22T09:44:21.943777+02:00,,,312400,Carrer de Sants,79,,18,Sants,03,Sants-Montjuïc,08014,Barcelona,True,,160162,20001,Telèfons,Tel.,932918701,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,427824.72279217,4580779.459042303,41.37529848802473,2.136897693555585
﻿92086009457,Mercat de Les Corts,,,1984-12-28T00:00:00+01:00,2021-03-17T15:59:30.582170+01:00,,,343903,Travessera de les Corts,215,,19,les Corts,04,Les Corts,08028,Barcelona,True,,162504,20039,Telèfons,Servei a domicili,667570336,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,427241.37925264693,4581760.084345993,41.38407806063042,2.1298048647400445
﻿92086009457,Mercat de Les Corts,,,1984-12-28T00:00:00+01:00,2021-03-17T15:59:30.582170+01:00,,,343903,Travessera de les Corts,215,,19,les Corts,04,Les Corts,08028,Barcelona,True,,162504,20039,Telèfons,Servei a domicili,667570336,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427241.37925264693,4581760.084345993,41.38407806063042,2.1298048647400445
﻿94320113711,Museu Nacional d'Art de Catalunya,,,1994-11-16T00:00:00+01:00,2021-06-16T12:30:15.007867+02:00,,,700068,C Mirador Palau Nacional,6,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,179545,20006,Telèfons,Informació,936220376,True,,55731069,Museus,Planol BCN >> Cultura i lleure >> Biblioteques i museus >> Museus,651,0065103002000001,429196.1856084345,4580053.861416355,41.368885103834,2.1533812278994167
﻿94320113711,Museu Nacional d'Art de Catalunya,,,1994-11-16T00:00:00+01:00,2021-06-16T12:30:15.007867+02:00,,,700068,C Mirador Palau Nacional,6,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,179545,20006,Telèfons,Informació,936220376,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429196.1856084345,4580053.861416355,41.368885103834,2.1533812278994167
﻿95020142037,Centre Cívic  Teixonera,,,1995-01-20T00:00:00+01:00,2021-06-10T15:36:59.558919+02:00,,,022400,Carrer d'Arenys,75,,38,la Teixonera,07,Horta-Guinardó,08035,Barcelona,True,,180887,20001,Telèfons,Tel.,932563388,True,,55733072,Centres cívics,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,651,0065103002002004,428518.21093291335,4586031.698959307,41.42266525008825,2.1445697223611813
﻿95020142037,Centre Cívic  Teixonera,,,1995-01-20T00:00:00+01:00,2021-06-10T15:36:59.558919+02:00,,,022400,Carrer d'Arenys,75,,38,la Teixonera,07,Horta-Guinardó,08035,Barcelona,True,,180887,20001,Telèfons,Tel.,932563388,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,428518.21093291335,4586031.698959307,41.42266525008825,2.1445697223611813
﻿99400346147,Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Girona,,,2014-06-30T12:35:15+02:00,2014-06-30T12:35:32+02:00,,,289105,C Rosselló,307,,07,la Dreta de l'Eixample,02,Eixample,08037,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430196.2271839122,4583416.380809337,41.39925757923459,2.164950362282637
﻿99400346149,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Antoni Maria Claret amb carrer Padilla,,,2014-06-30T12:40:42+02:00,2014-06-30T12:40:53+02:00,,,297001,C Sant Antoni Maria Claret,180,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430833.83975257847,4584564.5897426335,41.409654210313796,2.172446028895253
﻿99400346159,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb carrer Diputació,,,2014-06-30T12:58:04+02:00,2014-06-30T12:58:16+02:00,,,076807,C Sardenya,242,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431351.90195184475,4583430.710906128,41.39948614304855,2.1787724869241747
﻿99400346171,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Alsina amb carrer Providència,,,2014-06-30T13:15:08+02:00,2019-03-20T09:39:14+01:00,,,321605,Carrer de Pau Alsina,77,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08024,Barcelona,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430014.3967090233,4584578.4754386805,41.40970834203313,2.1626410126611932
﻿99278142252,Jardins Can Brasó,,,1999-10-05T00:00:00+02:00,2021-05-03T16:03:16.467646+02:00,,,172709,Juan de Mena,10,,41,la Vall d'Hebron,07,Horta-Guinardó,08032,BARCELONA,True,,203849,20042,Telèfons,No tenen telèfon,,True,,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,0065103002006000,428847.085539423,4586980.769780192,41.431242318297365,2.1483932883821786
﻿99278142252,Jardins Can Brasó,,,1999-10-05T00:00:00+02:00,2021-05-03T16:03:16.467646+02:00,,,172709,Juan de Mena,10,,41,la Vall d'Hebron,07,Horta-Guinardó,08032,BARCELONA,True,,203849,20042,Telèfons,No tenen telèfon,,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,428847.085539423,4586980.769780192,41.431242318297365,2.1483932883821786
﻿97153131337,Associació el Caliu - Casal Congrés-Indians,,,1997-06-02T00:00:00+02:00,2018-07-19T12:06:06+02:00,,,191907,C Manigua,25,,62,el Congrés i els Indians,09,Sant Andreu,08027,BARCELONA,True,,197552,20001,Telèfons,Tel.,933513953,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431433.3116062439,4586153.320377329,41.42401472780213,2.1794377487794963
﻿99400062139,Jardins de Sofia Barat,,,2003-10-03T13:58:57+02:00,2021-05-03T16:04:07.216064+02:00,,,145003,Carrer de Girona,64,,07,la Dreta de l'Eixample,02,Eixample,08009,Barcelona,True,,,,,,,,,55737069,Interiors d'illa,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Interiors d'illa,651,0065103002006001,430740.74499818846,4582905.756902333,41.394705643823904,2.1715220785730867
﻿99400062139,Jardins de Sofia Barat,,,2003-10-03T13:58:57+02:00,2021-05-03T16:04:07.216064+02:00,,,145003,Carrer de Girona,64,,07,la Dreta de l'Eixample,02,Eixample,08009,Barcelona,True,,,,,,,,,55737068,Parcs i jardins,Planol BCN >> Cultura i lleure >> Parcs i jardins >> Parcs i jardins,651,0065103002006000,430740.74499818846,4582905.756902333,41.394705643823904,2.1715220785730867
﻿99400062139,Jardins de Sofia Barat,,,2003-10-03T13:58:57+02:00,2021-05-03T16:04:07.216064+02:00,,,145003,Carrer de Girona,64,,07,la Dreta de l'Eixample,02,Eixample,08009,Barcelona,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430740.74499818846,4582905.756902333,41.394705643823904,2.1715220785730867
﻿99400347829,Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Aragó,,,2014-07-17T14:37:46+02:00,2014-07-17T14:38:53+02:00,,,032700,C Balmes,59,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08007,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429942.3598719029,4582353.4631262515,41.38966216781161,2.162036670437035
﻿99400347841,Punt de connexió Barcelona WiFi a la cruïlla del carrer Creu Coberta 104  amb Moianés,,,2014-07-18T08:07:20+02:00,2014-07-18T08:07:34+02:00,,,094809,C Creu Coberta,104,,15,Hostafrancs,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,428274.4644171125,4580787.24006208,41.3754087791269,2.1422743923160135
﻿99400346094,Punt de connexió Barcelona WiFi a la cruïlla del carrer Padilla amb carrer València,,,2014-06-30T10:09:07+02:00,2014-06-30T10:09:16+02:00,,,238400,C Padilla,227,,06,la Sagrada Família,02,Eixample,08013,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431384.31353182887,4583946.157885421,41.40413137668143,2.1791017594310085
﻿99400346100,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provença amb carrer Cartagena,,,2014-06-30T10:26:21+02:00,2014-06-30T11:50:57+02:00,,,268003,C Provença,528,,06,la Sagrada Família,02,Eixample,08025,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431360.51068532694,4584327.389162857,41.40756297099098,2.178773781838565
﻿92086009073,Gran Teatre del Liceu,,,1988-04-26T00:00:00+02:00,2020-10-30T11:54:09+01:00,,,034308,C la Rambla,51,,01,el Raval,01,Ciutat Vella,08002,BARCELONA,True,,162170,20001,Telèfons,Tel.,934859900,True,,55732070,Auditoris,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Auditoris",651,0065103002001002,430877.86499799887,4581287.9967164975,41.38014677441643,2.1733467293401083
﻿92086009073,Gran Teatre del Liceu,,,1988-04-26T00:00:00+02:00,2020-10-30T11:54:09+01:00,,,034308,C la Rambla,51,,01,el Raval,01,Ciutat Vella,08002,BARCELONA,True,,162170,20001,Telèfons,Tel.,934859900,True,,55732068,Teatres,"Planol BCN >> Cultura i lleure >> Cinemes, teatres, auditoris >> Teatres",651,0065103002001000,430877.86499799887,4581287.9967164975,41.38014677441643,2.1733467293401083
﻿92086009073,Gran Teatre del Liceu,,,1988-04-26T00:00:00+02:00,2020-10-30T11:54:09+01:00,,,034308,C la Rambla,51,,01,el Raval,01,Ciutat Vella,08002,BARCELONA,True,,162170,20001,Telèfons,Tel.,934859900,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430877.86499799887,4581287.9967164975,41.38014677441643,2.1733467293401083
﻿99400347853,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer de Roger de Llúria,,,2014-07-18T08:40:37+02:00,2014-07-18T08:41:03+02:00,,,191204,C Mallorca,278,,07,la Dreta de l'Eixample,02,Eixample,08037,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430201.77421424683,4583010.2627720125,41.39560029492796,2.165063528872462
﻿99400347854,Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Provença,,,2014-07-18T08:42:35+02:00,2014-07-18T08:42:41+02:00,,,247659,C Pau Claris,169,,07,la Dreta de l'Eixample,02,Eixample,08037,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430041.6397692524,4583015.716685719,41.395635501664415,2.163147543239649
﻿99400347857,Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb Castillejos,,,2014-07-18T08:49:16+02:00,2014-07-18T08:49:23+02:00,,,152905,Rda Guinardó,74,,33,el Baix Guinardó,07,Horta-Guinardó,08025,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430624.93169994705,4584961.385831081,41.41321000834633,2.1699012577127013
﻿99400347861,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villarroel amb Consell de Cent,,,2014-07-18T09:02:28+02:00,2014-07-18T09:02:35+02:00,,,363809,C Villarroel,91,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08011,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429559.0997152124,4581789.080553886,41.38454549527551,2.1575185726212553
﻿99400347862,Punt de connexió Barcelona WiFi a la cruïlla del carrer Jerez amb Coïmbra,,,2014-07-18T09:05:09+02:00,2014-07-18T09:05:22+02:00,,,166808,C Jerez,2,,43,Horta,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429418.2039906976,4587007.133642932,41.431530158706586,2.155225029725994
﻿2043113906,Punt Multimèdia de Sants - Montjuïc *Casa del Mig,,,2002-02-12T00:00:00+01:00,2021-07-27T12:22:11.513053+02:00,,,223504,C Muntadas,1,,18,Sants,03,Sants-Montjuïc,08014,BARCELONA,True,,134554,20001,Telèfons,Tel.,932914262,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,428149.1245863171,4581019.594767334,41.37749033167263,2.140748141715598
﻿99400347469,Punt de connexió Barcelona WiFi a la cruïlla Av. Estatut de Catalunya amb Punt Verd Zona Vall Hebron,,,2014-07-14T13:41:21+02:00,2014-07-14T13:42:59+02:00,,,169103,C Jorge Manrique,2,,41,la Vall d'Hebron,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429260.43952361774,4586999.087688383,41.43144381245928,2.1533379275883577
﻿99400347473,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Diputació,,,2014-07-14T13:54:05+02:00,2014-07-14T13:54:21+02:00,,,285807,C Rocafort,101,,09,la Nova Esquerra de l'Eixample,02,Eixample,08015,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429171.57560050715,4581228.32594572,41.37946094804299,2.1529497673780273
﻿99400346192,Punt de connexió Barcelona WiFi a la cruïlla del carrer Torrent de l'Olla amb carrer Nil Fabra,,,2014-06-30T14:01:54+02:00,2014-06-30T14:02:07+02:00,,,208001,C Torrent de l'Olla,201,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429160.5600805821,4584206.794885216,41.40628596218682,2.1524696602367315
﻿99400346201,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Luis Antúnez,,,2014-06-30T14:29:57+02:00,2014-06-30T14:30:12+02:00,,,028000,Via Augusta,35,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429259.7553157954,4583260.952130828,41.397775847789454,2.15376684698989
﻿99400346206,Punt de connexió Barcelona WiFi a la cruïlla del carrer Vergós amb carrer Rafael Batlle,,,2014-06-30T14:44:55+02:00,2014-06-30T14:45:07+02:00,,,357103,C Vergós,52,,23,Sarrià,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,426968.8245970649,4583166.090569144,41.39671666865485,2.1263759425571953
﻿99400346233,Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Mallorca,,,2014-07-01T08:05:40+02:00,2014-07-01T08:05:52+02:00,,,363809,C Villarroel,148,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429289.5042716932,4582095.216510206,41.387279103771355,2.15425878563331
﻿99400346239,Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb carrer Bailèn,,,2014-07-01T08:19:35+02:00,2014-07-01T08:19:47+02:00,,,018505,C Aragó,339,,07,la Dreta de l'Eixample,02,Eixample,08009,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430661.8087205286,4583123.015766744,41.39665562120545,2.170553061908573
﻿99400346241,Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb carrer del Comte d'Urgell,,,2014-07-01T08:23:44+02:00,2014-07-01T08:23:57+02:00,,,018505,C Aragó,147,,09,la Nova Esquerra de l'Eixample,02,Eixample,08011,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429326.2929745318,4581807.48532569,41.384690842410976,2.154732320111855
﻿99400288681,Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb Garcilaso,,,2012-03-23T10:58:58+01:00,2012-03-23T10:59:11+01:00,,,121402,C Felip II,136,,61,la Sagrera,09,Sant Andreu,08027,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431762.6934286388,4586053.774414101,41.42314619606703,2.1833904277876366
﻿99400288822,Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Rosselló,,,2012-03-26T12:39:07+02:00,2012-03-26T12:39:19+02:00,,,074506,Rbla Catalunya,117,,07,la Dreta de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,429660.9784961479,4582882.947901966,41.394406494897005,2.1586099071690885
﻿99400289133,Punt de connexió Barcelona WiFi a la cruïlla del Pg. Reina Elisenda de Montcada amb la Plaça Sarrià,,,2012-03-28T10:29:35+02:00,2012-03-28T10:29:49+02:00,,,106103,Pl Sarrià,11,,23,Sarrià,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,426565.5644374158,4583524.306987724,41.39990623937946,2.1215091019699113
﻿99400289143,Punt de connexió Barcelona WiFi a la cruïlla del carrer Comte Borrell amb Manso,,,2012-03-28T11:00:53+02:00,2012-03-28T11:01:07+02:00,,,087009,C Comte Borrell,61,,10,Sant Antoni,02,Eixample,08015,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430152.8188177769,4582394.592768485,41.39005091214047,2.164548981695884
﻿99400344794,Punt de connexió Barcelona WiFi a la cruïlla del carrer Fluvià amb Llull,,,2014-06-11T18:42:44+02:00,2014-06-11T18:42:56+02:00,,,128106,C Fluvià,50,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,433865.5593943388,4584109.58178593,41.40581123983328,2.2087660437032044
﻿99400344795,Punt de connexió Barcelona WiFi a la cruïlla del carrer Josep Pla amb Llull,,,2014-06-11T18:47:23+02:00,2014-06-11T18:47:37+02:00,,,143609,C Josep Pla,33,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,434455.84159928927,4584421.235861694,41.40866657660908,2.2157938026248116
﻿99400345022,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Llull,,,2014-06-16T17:10:48+02:00,2014-06-16T17:11:01+02:00,,,196707,C Marià Aguiló,83,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,433402.2499937361,4583611.603551708,41.40128783351127,2.2032783013705584
﻿99400345025,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pujades,,,2014-06-16T17:17:59+02:00,2014-06-16T17:18:11+02:00,,,196707,C Marià Aguiló,54,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,433240.91453561257,4583741.000257849,41.402439895015775,2.201334124002109
